,content,pubtime,username,numlikes,id,vote,rootcmt
4693,我同意UP说的，生与不生，是个人的选择，都值得被尊重。但大多数做父母的人，在决定要小孩的时候，不会是想给自己解闷和养老的。对于父母，这种说法是不公平不尊重的。对我个人而言，孕育和生养小孩我是幸福的，并没有觉得有被毁掉人生。虽然我的能力有限，虽不能挣很多钱，但我会在我能力允许的范围内，尽量给她好的。我愿意。没有想过拿我现在的付出对等老了以后她对我的回报。没有想过回报。我爱她，也时刻能感受到她对我的爱和眷念。孩子从降生起就是独立的个体，她有他的人生，我有我的。我们为各自为各自的人生负责，但无论怎样，我自愿爱她，愿意牵挂她，不求回报。我想大部分普通家庭中父母都是同样的想法。,1701240808,少女的不惑之年,0,196420436208,-999,0
4694,已婚未育，跟老公相识加结婚有20年了，前几天同事（男）吐槽我没娃，说我老了病了没人管，去养老院没孩子也会被欺负巴拉巴拉，我说我年轻时候不用因为养育孩子吃苦受罪，老了受点罪是我活该，应得的，他又说不要孩子干嘛还结婚，我回怼”我结婚不是为了生孩子，是因为我有爱人，想相伴一生的爱人”，他不说话了[脱单doge],1701240669,A月夜貓A,34,196420178160,-999,0
4695,有些人恐怕根本就没有选择吧，从小受到的教育就是这样，认为这就是人生的唯一可能，认为这就是实现自我价值的唯一途径，不敢承认其他可能性的存在。这些观念已然成为他们自身的一部分，他们看到和自己不一致的观念，就如临大敌，似乎自己的生命受到了威胁，或者感觉似乎受到异种入侵，所以就不自觉地发起防御和进攻，也就是所谓的“指手画脚”。但整体上社会显然是越来越文明的，大家的选择越来越多，意识越来越充分，人们能够脱离固有观念的束缚，真正自主地根据当时实际状况选择生育或者不生育，我相信这样无论是孩子还是成人都会收获更美好的人生。,1701240300,冷杏仁水塔,1,196419600640,-999,0
4696,嘴上说着不批判生孩子的人，那何必要强调生孩子毁人，我尊重选择生或不生的人，那是人本身的权利，没有好坏和意义，只是个人选择,1701240189,ltt520yxh,1,196419441456,-999,0
4697,不生孩子的人能不能也别对生孩子的指手画脚？,1701240175,-困觉,1,196419382880,-999,0
4698,小哥三觀正,1701240023,elsashin,1,196419124912,-999,0
4699,不要。对女性身体伤害又大又麻烦，我这么漂亮爱美的人必然不会允许。再说了我最爱的人只有我自己，凡事以伤害自身为代价是为了造就另外一个人的事我必然不会做。一想到未来我的生活可能会因为另外一个人而被干涉被牵扯，事事都需要考虑这个人的生活，我都觉得压抑痛苦，我讨厌这样不由我选择的不自由。我只想为了我自己而活。,1701239896,-慕小清-,1,196418689024,2,0
4700,我有孩子，我爱他，但是如果能再选择一次我选择不生,1701239707,木木就是两个木,2,196418540896,2,0
4701,我宠物都养不起,1701239520,墨流分神术,1,196418324448,-999,0
4702,看过别人科普产前产后的视频，我是真的很佩服【母亲】，但我也很恐惧【生育】，反正打死我都不生,1701239400,AAA鹈鹕镇罗杰627超赞,2,196418069520,-999,0
4703,我觉得自己不喜欢孩子。所以不生孩子也是对小孩子的负责。,1701239302,机智呼呼的喵呜呜,1,196418002784,2,0
4704,一直觉得自己要有稳定的情绪，能给小孩儿创造幸福的原生家庭还有较为富裕的经济条件，不然真的绝对不会要小孩儿，我不希望我的小孩儿吃任何一点哪怕原生家庭也好，亦或是没有钱的自卑[微笑][微笑][微笑][微笑][微笑],1701239266,苏祁柒玖,0,196417825328,-999,0
4705,86%/14%这个比例是真的吗[哦呼],1701239119,鸽子范二,0,196417565440,2,0
4706,生育不会毁了一个人 不能把个人的失败归因于生育,1701239111,我是dsb250,0,196417560240,1,0
4707,"我的想法几乎跟up一模一样，正常思考不生育的人正是因为已经非常周密仔细地考虑过了生育要做出的准备和需要付出的代价，正是因为了解自己负担不了那些，正是因为自己是个负责人的人，所以才做出这样的决定。
然后其他人就用你自私来指责你[微笑]
呵呵，抱歉，可比那些随地乱生的负责任多了。",1701239106,十三妹妹没吃药,1,196417556864,-999,0
4708,我觉得生不生孩子要根据情况而定，首先你得有条件，得对孩子负责，还有就是两个人得喜欢小孩，情绪还得稳定，没有家族遗传病，再决定生不生,1701238896,哈哈ww27,0,196417312720,-999,0
4709,已经孕七月了 感觉就是没有一直特立独行的勇气➕遇上了让我有勇气要小孩的老公 并没有过多期待小孩本身的到来,1701238739,找准机会操作,0,196416959536,1,0
4710,不生。仅仅不知道为什么要生,1701238565,混兹皮,1,196416764528,-999,0
4711,孩子就是一个梦想,1701238565,小鹿爱美丽,0,196416764288,-999,0
4712,只能我自己生，我才不干,1701238504,Atollv,0,196416585456,2,0
4713,所以丁克它不香吗[呆],1701238447,圆圆的橙子啊,2,196416447216,-999,0
4714,很多年轻的姑凉不了解生育的困难，很多男人也不了解它，所以应该社会上做普及，普及以后再来做一个选择这才是重点。假如男人知道了原来生孩子这么不容易，会对自己老婆更好，假如年轻小姑凉知道了原来生孩子要面临这么多现实问题，身体的，经济的，是不是未婚先孕甚至社会上的怨妇会少很多，但有家庭责任感的人会多很多。,1701238329,Peri毛毛,1,196416286672,-999,0
4715,我想不出来这个世界好在哪里，孩子不需要来体验一下,1701238187,陌上轻韵,0,196416110256,2,0
4716,不想生，单纯不喜欢小孩，而且现在生意人都太黑心了，小孩子的东西都做的特别贵，包括补习班一系列的东西,1701238059,不堪懿击,0,196415859056,-999,0
4717,所以就是有钱就生，没钱别生吗[笑哭],1701237914,油条豆腐脑丶,0,196415599312,-999,0
4718,孩子三个半月。我喜欢孩子，也想给ta自己没有拥有过的东西，所以36岁了才生了宝宝。满心希望有个女儿，给她打扮得漂漂亮亮的，给她买房子给她底气，将来她愿不愿意结婚都可以…结果是个男孩，也罢，教我的宝宝独立自强，学习重要但也没那么重要，人格健全乐观积极有一技之长饿不着。不打算要二胎了，年龄大了，最重要的是很难一碗水端平，总会有个孩子受委屈。,1701237893,黎黎缘裳,0,196415468896,1,0
4719,@--墩儿--,1701237878,你姐我绝非善类,0,196415648288,-999,0
4720,丁克不生孩子就不是自私吗？为了自己的生活质量不下降，不想给自己的孩子带来不幸，等等不都是以自己的想法在为孩子做决定吗？你不是你的孩子，你能为他做决定吗？承认吧，潜意识里，都是自私的，而又要为自己找借口说自己不是自私，是为了孩子好，生孩子和不生孩子都是自私的表现。自私不是什么坏词，自私的人更有利于生存下来，所以世界上大多数人都是自私的，只是度不一样，自私的点不一样，大自然就是这样运作的。,1701236998,不见星空JJ,2,196414117584,-999,0
4721,我想到一个博主说的，别说你为了生我花了多少钱，付出了多少，因为如果没有我，你这些时间和钱都得拿去看不孕不育[笑哭],1701236836,逗逼小井井,2,196413835072,-999,0
4722,想要个娃，可惜自己生不出来，有爸妈作为反面教材，我感觉我应该会成为一个合格的父亲,1701236616,空の境遇,3,196413443680,1,0
4723,我一月三千来块钱，连续工作几个月不休息一天，还结婚？还生子？活着就不错了,1701236490,第一帝国没有秘密,1,196413260912,-999,0
4724,感叹一个搞男女对立的up在b站流量真高。,1701236355,id17991,3,196412935744,-999,0
4725,自己生孩子之前我觉得没有必要生孩子，男人要因为我不生就不和我好那就去他妈，我又不喜欢小孩，尤其24小时需要陪护的婴幼儿，还有未知的孕期产后各种生理心理的不适…后来意外怀孕了，发现她的时候已经快三个月了，乖得甚至没有早孕反应，医生看B超给我看她的心跳在画面里反复闪烁，告诉我一切正常，过一个月再来看，那～就等一个月再打掉？下一个月再看已经看得到一个青蛙一样的生命在子宫里游泳，很欢快，医生说再有一个月左右就有胎动了…于是又有了新的期待…现在孩子三岁了，我确实为了把她养活，养大付出很多，生理心理都有，最崩溃的时候有想过把她从楼顶扔下去摔死，我不是个好妈妈，可是她就是会在你回家第一时间冲过来，抱住你，喊妈妈，哪怕我从她六个月后只有每天晚饭前才能回到家和她玩三四个小时到她睡着。开始我妈跟我说要二孩，我说你嫌我命长是吧。可是我娃说她最想要的礼物是一个弟弟妹妹的时候，我又觉得她是不是有个兄弟姐妹会好点，我跟她爸爸早晚会扔下她一个面对整个世界的风雨，是不是有个兄弟姐妹帮助会好点？有点混乱，表述不清，想听听大家的想法。,1701236238,雪容,0,196412770816,-999,0
4726,我在检讨为什么会刷到这个类型的up主，作为一个b站14年的id，我要重新检讨一下b站是不是太过多元化，离二次元太远，离美国式的zzzq太过近。,1701236154,id17991,1,196412553360,-999,0
4727,感觉有点怪，说的好像穷人就该绝后，穷就不配生孩子，不配拥有生命的延续。想要后代不是生物本能吗？贫富差距大，考虑的不是解决贫穷，而是解决贫穷的人……感觉挺怪的,1701235682,十方过客,1,196411676720,-999,0
4728,只能说经济条件达到一定高度 才可能会考虑 毕竟也不希望生个小孩拉低自己的生活品质或者让他委屈,1701235595,北冕-啊,3,196411607312,-999,0
4729,热知识：女孩才是香火[微笑],1701235540,七海特特子,0,196411393168,2,0
4730,"去年生下了女儿，因为她感觉到了生命的丰盈，虽然中间经历了身材走样、家庭矛盾和产后激素失调的低落情绪，但仍然感恩生命中有了她。每天下班回家看到她甜甜的笑容和举高高要抱的小手，感觉一身的疲惫都消失了。当然这中间也要感谢给力的队友和爸爸妈妈，让我不必在养娃和事业上做选择题。
和队友协商一致，决定让女儿做快乐的独生女，拥有爸爸妈妈全部的爱，不舍得我的宝贝做姐姐，怕她有压力觉得辛苦。有了她之后工作变得更有动力，想赚更多的钱给她更好的生活和未来更多的底气，让她不用背负房贷车贷的压力，没有负担地去探索这个世界。留下这段文字给自己加油！",1701235386,lindayu1992,1,196411039440,-999,0
4731,关于孤独，我想说我怕的不是孤独，而是孤立无援。我喜欢自己一个人待着，不和别人交流，但这样我无法生存。我的能力不支持我孤独的活下去。,1701235331,rhythm_x,0,196411152560,-999,0
4732,我恰恰是共情到这点才不敢的，啊一袋米要抗几楼,1701235318,鼓铃惊怪,0,196411053744,2,0
4733,已经生了孩子，还是劝大家不生。,1701235214,NoisyTnK娜丝,0,196410894512,2,0
4734,因为孩子这个人，一旦生下来了，就没办法塞回去了，并且人生那么长，谁能保证自己一定不后悔呢，我自己都不能确定，有点遗憾也是挺好的。,1701235152,乌合之众之芸芸众生,1,196410633136,2,0
4735,这个想法我之前也想过，一模一样的想法，我想的早，十年前了，所以我一般不会浪费共情力，而且我研究命盘，中国的外国的都研究，研究完以后觉得吧，其实大部分苦难都是人自找的，但是当然啦，我这话不会对别人说啦，自己心里清楚就行，毕竟我管不着，我又不是造物主，一般说些好听的，然后尊重祝福就好了[笑哭][笑哭]，毕竟人真的不喜欢听逆耳的忠言，尊重祝福是最好的[鼓掌]。其实在之前，我真的是那种容易去和别人共情的，而且共情力大到会给我本人造成困扰的[笑哭],1701234738,bili_74652505440,0,196409816224,-999,0
4736,我生就会是很单纯的因为，我怀了。既不会说自己不生，也不会非生不可，这件事顺其自然，因为繁衍其实最初也就是一个“自然”的事情。我既不是为了用孩子来完成所谓“母亲”的梦想（本来也没有这样的梦想），也不会要用他来给自己养老，又或者完成我未完成的成就。,1701234531,zlqwss,0,196409528240,-999,0
4737,生与不生 想明白 量力而行,1701234443,tutu麦麦,0,196409254208,-999,0
4738,说点难听的你们那么穷 咋养孩子啊….,1701234438,1017aleb,0,196409250592,2,0
4739,很麻烦……讨厌小孩….,1701234401,1017aleb,0,196409219184,2,0
4740,生育这件事情很朴实，朴实又原始。当一个男性和一个女性相爱，他们的结合就在基因最原始的驱动下走向爱情的结晶。男性会希望承担起家庭的责任，女性则试图寻到能够依靠的伴侣，生育是两性关系分量最重的主题，很多矛盾围绕于此，但矛盾产生于人和社会，矛盾不产生于生育。,1701234327,曙光jared,3,196408958704,-999,0
4741,虽然我还没有结婚没有孩子，但是我个人觉得，要孩子是一个自然而然的状态，当然要孩子的前提是结婚。当一个人结婚之后，大部分的夫妻（丁克除外）如果感情到了，自然而然的就会要一个属于自己的爱的结晶。我感觉现在最大的问题在于外部的各种问题（为防和谐，懂得都懂）所导致的很多人对于婚姻没有一个清楚的认知，反馈到现实就是结婚率与生育率的降低。普通人不结婚不生孩子有错吗，没有错；国家催生催结婚有错吗，也没有错。,1701234306,一堆感叹号,1,196408978864,1,0
4742,我周围真的结婚生子过得比较快乐（肯定有不开心的时候 就是总体而言）的人 真的不会劝别人生孩子。提到的时候 她们会说谨慎 你说不婚不育 她们会说这样也行 你想好了就行。就是过得不好的 最喜欢逼逼赖赖   完全是拉别人下水。,1701234299,你猜猜我叫什么名字啊,0,196408972672,2,0
4743,。。,1701234284,我dnmdy,0,196408960304,1,0
4744,有些人就是愿意把小部分极端例子举出来，告诉大家说：你看就是这样的情况你怎么选？我想说的是确实很多人的人生里缺少父亲的付出，但你不能直接一棒子把所有的父亲都打为不负责任没有付出，我有父母，我有家教。,1701234125,NoeLL-,0,196408584704,-999,0
4745,有条件生，没条件不生[OK]很简单的选择 ，为啥都扭曲了！,1701234050,naruto酸奶大魔王,1,196408315632,2,0
4746,有人逼，很多人逼，生出来只能负责，那些曾经“劝”你的，不会负责，除了你爸妈。,1701233838,肥糯糯的屁屁晨,0,196408018448,2,0
4747,"哈哈哈哈，我是生的那群人。
首先我不会对不生的人说三道四，反而我作为一名医护人员很是理解，生育之苦体现在方方面面，所以尊重他人也是尊重自己。
其次我之所以选择生，是因为自己的思想可能被传统化了，我是山东人，山东人有多爱生孩子大家应该也都知道，我知道固有思想可能不好，但是我在新思想和旧思想中选择了我的思想，我认为我努力过了，我的孩子不会贫穷不会疾病。
最后是因为我原生家庭的原因，说实话，重男轻女，女孩子逢年过节要在厨房做饭伺候男性不能上桌都是真的，我希望能有一个女孩子，然后不要遭受这样的苦难，其实也是想养一个幸福快乐的“我自己”。",1701233771,誓与江山共存亡,0,196407658256,-999,0
4748,看到有的姐妹评论想让自己的孩子来体验自己之前没有过的生活，真的觉得她们好善良会是个好妈妈[委屈]我的想法就很自私，总觉得自己本来就过的很苦了，拼搏这么久，就算终有一天打到了自己的目标，那么就要开始另一轮的育儿苦难，我自己的生活在哪里呢？我甚至想过我和孩子本来就是独立的个体，我会嫉妒ta比我过上更好的生活。。我真的不知道我为啥有这种想法所以我选择不生[大哭],1701233724,小莓要乖乖听妈妈的话,0,196407634720,2,0
4749,选择不要孩子 一个是因为不想结婚，再一个是养活孩子容易可是养好一个孩子太难了。现在25岁并没有任何成家的打算，现在对自己负责都是勉勉强强更别说对一个家庭和一个生命负责了。跟家人聊起来的时候他们说我自私，我觉得自私就自私吧，起码我问心无愧，我没法保证有了孩子之后能把ta养好所以选择放弃,1701233692,没有昵称啊唔,0,196407518304,2,0
4750,作为不结婚生子的我给大家的建议是你们都生孩子吧。(依然佩服所有生养子女的父母[支持]),1701233641,王二狗她男友,2,196407473472,-999,0
4751,事实上很多父亲管生不管养的，全靠你自己打拼，怎么会给你攒钱买房子娶老婆生孩子[翻白眼]到点了就开始催生了而已,1701233612,李什么都知道,0,196407421264,-999,0
4752,说到这个我就想到了我舅妈，她是被她妈妈逼着生孩子的，本来小两口过的就比较辛苦没打算要孩子，在长辈的逼迫下前两年生了现在孩子上幼儿园，上次家庭聚餐她坐我旁边，我给她夹了几次菜她居然流眼泪了，跟我说好久没人给她夹菜了我这样让她感觉跟以前谈恋爱一样，我当时听到真的好心疼她，后来有天晚上她给我发了好多消息，让我谈恋爱要会挑人什么什么的，当时我就觉得她可能后悔结婚了，其实我觉得他们婚姻还是挺幸福的，只是从有了这个孩子开始一切都变了。,1701233602,hococo0024,1,196407413168,-999,0
4753,年轻的时候我也不想要孩子 30多以后觉得自己也不是铁丁 而且看朋友有了孩子也挺好 自己无法承受五六十岁的时候没有孩子  毕竟伴侣是不稳定因素 不一定能陪你一辈子 孩子是自己的血脉 是可以永远有连接的 那些说孩子以后可能也不管你的人 那是你对孩子的教育有问题 你自己就是个有问题的人怎么可能教育出好的孩子 而且我也只要一个孩子 所有的爱都给她一个人 让她在有爱的氛围里长大成人 她以后想不想要孩子我也不管 让她自己做主,1701233566,endorphinnnn,1,196407325984,1,0
4754,我没有责任感，所以我不生,1701233415,白糖糖糖糖糖糖糖,0,196406947552,-999,0
4755,我是一个自私的人，也是一个稍微有点责任感的人。我现在的生活不富裕不贫穷，普普通通，我安于现状，预测着未来我工作收入有多少，如何分配那一点点工资，思来想去后我的工资也仅仅能养活自己的同时给予和回报父母一些钱，父母看不上我这点小钱但我不能不给，因为他们生我养我回报他们是我该做的，所以我自私地不想生孩子来降低我的生活水平。我的责任感告诉我，在这个物价和竞争压力越来越高的社会，我没有足够的金钱没办法让孩子快乐的成长，没办法让孩子无忧无虑地成长，我可能会因为忙于工作连送他们上下学的时间都没有更别说陪伴，没有父母陪伴的童年是一个完整的童年吗？确实父母的陪伴有多少人能确保孩子在成长的道路上不学歪？中国式教育的大班教学里老师不可能关注到每一个孩子，孩子的三观更多的是靠父母的言传身教，我没办法确定自己能否教出一个品格兼优的孩子，甚至连孩子的物质都不能保障更何况是更深层次的精神需求呢？所以我认为我的能力不足以让我去生养一个孩子，这是我对自己的人生负责也是对孩子的人生负责。,1701233363,橙子很甜呐c,1,196406810448,2,0
4756,有能力生孩子你就生，没能力我就不生，多简单,1701233360,来骗莱偷袭,0,196406966320,2,0
4757,@热血阿杰,1701233321,你超可爱嗷,0,196406769792,2,0
4758,男的这么多话真的有点烦,1701233187,balabala-嘻嘻嘻,0,196406416400,-999,0
4759,up说：法律给了你生育的权利,1701233016,yuanji117,0,196406097712,-999,0
4760,又被家里催婚了，所以发癫,1701232939,WCean,0,196405883264,-999,0
4761,我有孩子，但是我也没有不尊重祝福丁克。[tv_笑哭],1701232902,zyq967,0,196405773616,1,0
4762,"笑死了，男人要延续香火女人要成为母亲。
那么代价呢？
男人延续香火靠一哆嗦，女人成为母亲要几年的健康甚至一生的事业。",1701232874,廿三魇23,0,196405721824,-999,0
4763,生孩子对我损伤很大，但是不生孩子还是融入不了传统家庭，所以我也不知道生不生,1701232803,小于号是我行了吧,0,196405573984,-999,0
4764,我爸爸离婚之后48岁高龄任然坚持要一个小孩，就找了一个新的老婆生了一个弟弟。在第一次和他的新老婆和弟弟吃饭的时候，我的爸爸说了一句之后弟弟的学习都给我们负责（我已经上大学了，大学虽然不是985和211但是也不错），我当时很无语，我说这又不是我的小孩我为什么要教。现在他50岁了，还在外面奔波为弟弟攒学费，很辛苦，有时候我也可以共情，他也常常对我妈妈不满，不满之前离婚后他变得一无所有，不满现在还要为弟弟出去奔波，但是这tm不是你自己作的吗？我很想和他说你是一个成年人你应该为自己的行为负责，婚是你离的，小孩是你要生的，你的小孩就是该有你来带的，为什么那些男人总是想生就生呢，很无语，生完之后还要贱兮兮得卖惨，很离谱。,1701232714,Nicole天天想睡觉,0,196405276960,-999,0
4765,生不生都是自私的行为。大家理性看待，别搞对立,1701232541,厂长老婆的表弟,0,196404921040,-999,0
4766,能猜到这视频下的评论都是啥样的[脱单doge],1701232455,孤单小白爱吃鸡,0,196404662544,-999,0
4767,我想法简单 未来遇到喜欢的人结婚了，能生的话就生一个，没有就算了,1701232385,这个人很懒-不想取名,0,196404580256,-999,0
4768,小的时候感激父母给了自己生命，尝尽苦头后觉得他们不该把我生下来遭受这一切,1701232303,我是朵朵金,0,196404426944,-999,0
4769,我妈妈是个很爱美的人，但是因为生了两个孩子，肚子凸起明显，有喜欢的衣服穿上了都显肚子，我能明白她的心酸。我这个人对于婚姻家庭没有什么向往，也没有遇到很心动的人，所以这辈子应该是不会结婚的了。虽然很自私，但是我真的不想因为结婚而去结婚，这样其他人开心而自己不开心的事做了也是摧毁两个家庭的关系。,1701232224,大白白不是小白,0,196404193360,-999,0
4770,其实一半一半，我也挺困扰的，因为身边的朋友有了小孩也让我体会到他往人生另一个阶段前进了，不过人各有志，主要还是看自己，条件允许双方都同意想要，那当然可以，如果条件不具备，生下来影响两个人关系，那就最后孩子也没有好结果。,1701232003,周大大会飞,3,196403682624,1,0
4771,我觉得我不行就不生，自己没有那个时间也没有那个精力，更没有钱,1701232000,好幼稚啊好幼稚啊,0,196403519696,-999,0
4772,想要孩子吗？肯定想啊 但是想到自己没啥能给孩子的 哪怕对她期望不高 顺利成长就行 但是想到有些期望兴趣满足不了她 甚至可能在成长过程不能长时间陪伴 她有困难受欺负没人在身边做主 霸凌 孤立等事件也不少 所以想到自己有时可能无能为力保护不了她 所以放过自己放过她的降生,1701231972,幻想具现支配创造之神,1,196403606784,-999,0
4773,没想到投票结果是这个样子,1701231964,明天又是周六,0,196403601552,2,0
4774,互相尊重，不要干涉别人命运和想法，没孩子前我也以为很可怕，我当时惧怕生孩子，因为网络上渲染的太可怕了，但是生了，只对我而言，我有了从未有过的幸福，以前是快乐现在是幸福，当然前提我有个非常给力的老公，我从来都不是独立带孩子,1701231890,爱吃葡萄的普普,0,196403411344,-999,0
4775,不想要孩子又怕我这美丽的基因难以延续，真是愁啊[doge],1701231845,嘿嘿嘿呼呼呼ooo,4,196403370704,-999,0
4776,一看你空间，你这流量密码是拿捏的死死的啊,1701231770,如何获取硬币D,2,196402859840,-999,0
4777,up小心zb锤你,1701231743,biu假药,0,196403041424,2,0
4778,天天搞那个逼对立，自己做不出优质视频就开始搞对立，评论区还挂个投票，真的是吃相丑陋，你这种up跟营销号又有什么区别🤣🤣🤣🤣,1701231729,哼唧哼唧仙,0,196402948880,-999,0
4779,所有事。。。都是质量，大于数量。。才能良心循环[OK][OK][OK],1701231728,大了个大大o0,0,196402947632,-999,0
4780,不优秀的话，有什么自信能养好孩子,1701231726,叮-！,0,196402945872,2,0
4781,【也许看完了能让你幸福一点？｜真的很严肃｜-哔哩哔哩】 https://b23.tv/3WreGOi  UP主有些观点说的挺好的，有的观点还需要完善和提升，分享这个视频希望有用[桃源_给花花],1701231573,次回顾,0,196402631072,-999,0
4782,我是两个女孩的妈妈，生她们是因为我对这个世界充满好奇心，觉得人生是一次奇妙的冒险，希望她们也能体验～,1701231510,commongirl5945,2,196402569328,-999,0
4783,声明一下，本丁克点错了，往下滑看评论的结果怎么就点到左边了……[藏狐],1701231503,二狼丸,0,196402488496,1,0
4784,这个事情吧怎么说呢，作为2岁孩子的爹来看，我觉得是一种很重要的人生经历。累是很累，手机也不能玩了，自己的空间时间都很少了。但是吧但是等你看到了这个小小的宝宝，你会产生很复杂的情感。世界上还能有这么可爱的小东西，经历了一个小生命的一点一点的成长的过程。比较种一个植物，养一个小动物完全不一样。多么的精彩！,1701231498,烟花三月下江南sk8,0,196402422240,-999,0
4785,主要是能力和社会资源分配的问题，不是生不生的问题，如果一个社会连生孩子都恐惧，这不是建康的,1701231366,边缘粒子,4,196402067568,-999,0
4786,混的好就生，还要多生几个，混的不好就不生，管好自己就行,1701231188,明天不上学z,2,196401701776,-999,0
4787,所以我一直反驳我妈的话就是，你为什么要生我呢？你经过我的同意了吗？活着只有痛苦和无助，现在又要要求我结婚生子给她抱孙子，难道我还要让我儿子步我后尘？真差不多得了哈。,1701230676,弈远辰,1,196400602992,-999,0
4788,有能力有条件有机会就生，没有就不生,1701230647,晓若-浮云,2,196400577680,-999,0
4789,放心吧，他们在赌40年以后，资本的良心，他们觉得现在的资本十恶不赦，但是40年以后的资本就会有良心，他们总是觉得现在自己身强体壮，资本就会压榨他们，等他们年老体衰的时候，资本就会关心他们了，反正资本总是在赚认知的钱，既然他们这么想的，就由他们去吧，何必苦劝呢？,1701230639,游戏爱好者-gong文彬,1,196400474176,-999,0
4790,我不生除了害怕怀孕生子的痛苦以外，还有我觉得我最为孩子的时候对于父母来说不是一个完成期望好孩子，我以后也不会成为一个好父母，我没有健康的人格和富裕的物资，无法对一个孩子负责,1701230629,易月生A,0,196400562544,2,0
4791,媚女基佬恰烂钱，老了兜不住粑粑会被护工打的哦,1701230474,何福贵,5,196400250544,-999,0
4792,"越是无依无靠的人，越能从这些人身上榨取到钱财。我想不生孩子的人在40年后一定会体会到什么，但是还是不要去劝他们了，毕竟是没有用的，你可以摆脱的了生孩子，但是你又怎么摆脱老年生活呢？总有一款适合你，人生由你自己把握，反正你的钱早晚要揣在别人兜里，至于你选择了一个认钱不认人的，还是选择培养一个血液至亲，那就看自己了，人生的路都是自己走的。
我已经能遇见到四十年以后养老市场该有多么的庞大，真的可以在这里面融资，我想肯定能挣到钱，你们不现在掏出点钱来培养一个接班人，反而在赌40年以后资本的良心，我想想就想笑",1701230455,游戏爱好者-gong文彬,0,196400102112,-999,0
4793,虽然。但是。您选择的例子都有些极端了。生与不生确实是自己的事，并且现在大多数生孩子的人对丁克也是满满祝福啊。,1701230448,要顺顺利利呀呀呀,3,196400099408,-999,0
4794,想投稿，怎么联系up,1701230262,白日梦想家DreamN,0,196399705328,-999,0
4795,就我来说，刚怀孕和老公都想要女儿，女儿名字起了一大堆，可爱小衣服也囤上了。但怀孕到后期就好希望是儿子，因为如果是女儿她大概率也会生娃，不希望她以后也经历生育辛苦🐣后面我和老公天天祈祷是儿子哈哈哈😂,1701230240,花花的梨涡浅笑,1,196399656416,-999,0
4796,有条件后可能考虑领养，但我不会去生,1701230196,-開花沼澤-,0,196399619072,2,0
4797,感觉靠自己买房太难 自己的话怎么样都行，可如果生孩子，就要考虑学区房，考虑各种补习班辅导班，样样都不想他比别人差，这样下去，肯定会增加压力。,1701230154,浴浪鸟,0,196399264304,2,0
4798,喜欢太阳的味道 喜欢大海 想让她看看我看过的那些美丽的东西 好吃的食物 快乐的电影 呼吸山里面带点雾气的空气 摸摸家里的猫咪 和她外婆的拥抱 世间好多美好的东西 想和你一起去体验,1701230145,LUNE大脆鸡排麦满分,0,196399421104,-999,0
4799,不是不想生，是生不起,1701230124,充满爱的一jio,0,196399253216,-999,0
4800,"我父母从不陪我从不表扬我，回到家听到的最多的就是你为什么不能学学xxxxx
我对家庭爱不起来，我也相信我结婚之后也没能力让自己全力去爱我的家人和孩子",1701230124,鬼柳exbein,1,196399403504,2,0
4801,生活压力大确实是客观原因，但是像现在年轻人的这样的愚蠢我虽然是同龄人但是我想不通，不过我支持你们，去反抗一些，看不见摸不着的东西吧，用商人思维来说，这些人以后总有遗产缺少人去继承，那么这又会让一些人赚一大笔钱，并且没有子女，哪怕去养老院养老院会负责多少呢？所以这又可以赚一大笔钱[吃瓜],1701230120,游戏爱好者-gong文彬,0,196399473376,-999,0
4802,生育带来的已知、未知的身体精神伤害，我真的承受不了，算了,1701230079,左拥杰大右抱天翔,0,196399236704,2,0
4803,有个女儿做梦都能笑醒,1701230063,炫宇星辰,0,196399195392,-999,0
4804,想生就生，不想生就不生嘛，那些说应该不应该的，你们管的太宽了吧,1701229913,星之彩xzc,0,196398995632,-999,0
4805,我生病的半年，朋友送了一缸热带鱼给我，因为各种疏忽和意外而死了几条，每次死鱼我都很难过……实践证明我也只能勉强养个鱼，猫狗就别想了，小孩嘛，算了～自己活好谢天谢地！,1701229876,慌叔,1,196398965680,-999,0
4806,从小生活在这种思想特别严重的广东潮汕地区，保存视频，鞭策自己,1701229749,喜欢罗小弋丫,0,196398626896,-999,0
4807,当代选择不生的青年同胞们才是最适合当父母，最有责任感的人，我们无法给孩子带来相对好的生活条件，就不祸害后代了。因为我们自己也是从孩童时代一路成长过来的，我们不鄙视贫穷，但不得不承认贫穷的家庭思维认知不适合当下的生存，你只会淳朴善良没啥用，你都善良要带锋芒，要懂人情世故，会来事儿比会做事儿强千万倍[tv_doge],1701229654,晴空_若雪,0,196398476192,-999,0
4808,之前在网上看到有人不结婚只靠自己生、或者交易有了孩子，然后孩子交给保姆照顾，自己工作，说实话有点心动，自己也考虑过要个孩子。但前提是我能做到经济自由，如果做不到就一个人好好过吧[桃源_乖巧],1701229642,亲爱的娜塔莉娅,2,196398466848,-999,0
4809,我始终想不明白，既然你是一个明智的人，生不生孩子由你自己决定，这种事还需要呼吁，那就是你的愚蠢,1701229471,游戏爱好者-gong文彬,1,196398168576,-999,0
4810,其实不生孩子也挺好的，你们不生，我的孩子不需要竞争那么激烈,1701229411,游戏爱好者-gong文彬,1,196398042224,1,0
